inlet_temp_c,outlet_temp_c,power_kw,airflow_cfm,humidity_pct,cpu_util_pct,anomaly,is_train,timestamp
0.043011,0.01589,0.021182,0.018583,0.0,0.910256,0,1,2026-01-01 02:40:00
0.043011,0.067797,0.035674,0.02439,0.0,0.912821,0,1,2026-01-01 02:45:00
0.032258,0.051907,0.036789,0.02439,0.0,0.912821,0,1,2026-01-01 02:50:00
0.032258,0.040254,0.035674,0.02439,0.0,0.912821,0,1,2026-01-01 02:55:00
0.032258,0.029661,0.03233,0.02439,0.0,0.912821,0,1,2026-01-01 03:00:00
0.032258,0.010593,0.024526,0.022067,0.0,0.910256,0,1,2026-01-01 03:05:00
0.032258,0.021186,0.024526,0.022067,0.0,0.910256,0,1,2026-01-01 03:10:00
0.032258,0.113347,0.047938,0.030197,0.0,0.910256,0,1,2026-01-01 03:15:00
0.043011,0.058263,0.043478,0.029036,0.0,0.910256,0,1,2026-01-01 03:20:00
0.032258,0.076271,0.052397,0.033682,0.0,0.907692,0,1,2026-01-01 03:25:00
0.043011,0.083686,0.060201,0.037166,0.0,0.907692,0,1,2026-01-01 03:30:00
0.032258,0.048729,0.054627,0.036005,0.0,0.910256,0,1,2026-01-01 03:35:00
0.032258,0.029661,0.046823,0.033682,0.0,0.910256,0,1,2026-01-01 03:40:00
0.032258,0.010593,0.036789,0.031359,0.0,0.910256,0,1,2026-01-01 03:45:00
0.032258,0.018008,0.033445,0.030197,0.0,0.910256,0,1,2026-01-01 03:50:00
0.032258,0.055085,0.041249,0.033682,0.0,0.910256,0,1,2026-01-01 03:55:00
0.032258,0.027542,0.035674,0.031359,0.0,0.910256,0,1,2026-01-01 04:00:00
0.032258,0.027542,0.03233,0.030197,0.0,0.912821,0,1,2026-01-01 04:05:00
0.043011,0.013771,0.026756,0.029036,0.0,0.910256,0,1,2026-01-01 04:10:00
0.043011,0.023305,0.027871,0.027875,0.0,0.953846,0,1,2026-01-01 04:15:00
0.043011,0.126059,0.056856,0.039489,0.0,0.964103,0,1,2026-01-01 04:20:00
0.032258,0.060381,0.050167,0.037166,0.0,0.925641,0,1,2026-01-01 04:25:00
0.032258,0.029661,0.042363,0.034843,0.0,0.928205,0,1,2026-01-01 04:30:00
0.032258,0.027542,0.039019,0.033682,0.0,0.930769,0,1,2026-01-01 04:35:00
0.043011,0.026483,0.036789,0.033682,0.0,0.928205,0,1,2026-01-01 04:40:00
0.032258,0.028602,0.03456,0.03252,0.0,0.928205,0,1,2026-01-01 04:45:00
0.032258,0.026483,0.03233,0.031359,0.0,0.928205,0,1,2026-01-01 04:50:00
0.032258,0.036017,0.031215,0.031359,0.0,0.925641,0,1,2026-01-01 04:55:00
0.032258,0.112288,0.049052,0.037166,0.0,0.925641,0,1,2026-01-01 05:00:00
0.021505,0.04661,0.041249,0.034843,0.0,0.925641,0,1,2026-01-01 05:05:00
0.032258,0.027542,0.035674,0.03252,0.0,0.925641,0,1,2026-01-01 05:10:00
0.032258,0.019068,0.031215,0.031359,0.0,0.930769,0,1,2026-01-01 05:15:00
0.032258,0.026483,0.031215,0.031359,0.0,0.925641,0,1,2026-01-01 05:20:00
0.032258,0.022246,0.028986,0.030197,0.0,0.925641,0,1,2026-01-01 05:25:00
0.021505,0.027542,0.028986,0.030197,0.0,0.923077,0,1,2026-01-01 05:30:00
0.021505,0.048729,0.03233,0.031359,0.0,0.923077,0,1,2026-01-01 05:35:00
0.021505,0.03178,0.028986,0.030197,0.0,0.923077,0,1,2026-01-01 05:40:00
0.021505,0.028602,0.027871,0.029036,0.0,0.920513,0,1,2026-01-01 05:45:00
0.032258,0.026483,0.026756,0.027875,0.0,0.923077,0,1,2026-01-01 05:50:00
0.032258,0.029661,0.028986,0.029036,0.0,0.923077,0,1,2026-01-01 05:55:00
0.021505,0.027542,0.028986,0.027875,0.0,0.928205,0,1,2026-01-01 06:00:00
0.032258,0.01589,0.023411,0.026713,0.0,0.928205,0,1,2026-01-01 06:05:00
0.021505,0.018008,0.021182,0.02439,0.0,0.925641,0,1,2026-01-01 06:10:00
0.021505,0.006356,0.016722,0.022067,0.0,0.928205,0,1,2026-01-01 06:15:00
0.021505,0.011653,0.015608,0.022067,0.0,0.923077,0,1,2026-01-01 06:20:00
0.021505,0.012712,0.014493,0.019744,0.0,0.923077,0,1,2026-01-01 06:25:00
0.021505,0.010593,0.012263,0.019744,0.0,0.923077,0,1,2026-01-01 06:30:00
0.032258,0.016949,0.013378,0.019744,0.0,0.923077,0,1,2026-01-01 06:35:00
0.021505,0.038136,0.018952,0.019744,0.0,0.925641,0,1,2026-01-01 06:40:00
0.021505,0.032839,0.021182,0.019744,0.0,0.923077,0,1,2026-01-01 06:45:00
0.021505,0.023305,0.018952,0.019744,0.0,0.925641,0,1,2026-01-01 06:50:00
0.021505,0.040254,0.024526,0.022067,0.0,0.920513,0,1,2026-01-01 06:55:00
0.021505,0.032839,0.024526,0.022067,0.0,0.917949,0,1,2026-01-01 07:00:00
0.010753,0.114407,0.044593,0.029036,0.0,0.923077,0,1,2026-01-01 07:05:00
0.021505,0.073093,0.043478,0.029036,0.0,0.920513,0,1,2026-01-01 07:10:00
0.010753,0.034958,0.036789,0.027875,0.0,0.923077,0,1,2026-01-01 07:15:00
0.021505,0.024364,0.03233,0.025552,0.0,0.923077,0,1,2026-01-01 07:20:00
0.021505,0.051907,0.042363,0.030197,0.0,0.923077,0,1,2026-01-01 07:25:00
0.021505,0.036017,0.039019,0.029036,0.0,0.920513,0,1,2026-01-01 07:30:00
0.021505,0.040254,0.039019,0.029036,0.0,0.920513,0,1,2026-01-01 07:35:00
0.021505,0.023305,0.03233,0.027875,0.0,0.920513,0,1,2026-01-01 07:40:00
0.010753,0.013771,0.026756,0.025552,0.0,0.920513,0,1,2026-01-01 07:45:00
0.021505,0.025424,0.024526,0.02439,0.0,0.9,0,1,2026-01-01 07:50:00
0.010753,0.009534,0.020067,0.022067,0.0,0.882051,0,1,2026-01-01 07:55:00
0.021505,0.024364,0.022297,0.023229,0.0,0.887179,0,1,2026-01-01 08:00:00
0.021505,0.043432,0.026756,0.02439,0.0,0.897436,0,1,2026-01-01 08:05:00
0.010753,0.029661,0.024526,0.023229,0.0,0.910256,0,1,2026-01-01 08:10:00
0.021505,0.021186,0.023411,0.023229,0.0,0.917949,0,1,2026-01-01 08:15:00
0.010753,0.008475,0.017837,0.019744,0.0,0.920513,0,1,2026-01-01 08:20:00
0.021505,0.080508,0.042363,0.030197,0.0,0.917949,0,1,2026-01-01 08:25:00
0.021505,0.074153,0.051282,0.033682,0.0,0.917949,0,1,2026-01-01 08:30:00
0.021505,0.048729,0.046823,0.033682,0.0,0.915385,0,1,2026-01-01 08:35:00
0.021505,0.044492,0.045708,0.033682,0.0,0.915385,0,1,2026-01-01 08:40:00
0.021505,0.01589,0.036789,0.031359,0.0,0.920513,0,1,2026-01-01 08:45:00
0.032258,0.03178,0.036789,0.031359,0.0,0.925641,0,1,2026-01-01 08:50:00
0.021505,0.037076,0.036789,0.031359,0.0,0.923077,0,1,2026-01-01 08:55:00
0.032258,0.036017,0.036789,0.03252,0.0,0.915385,0,1,2026-01-01 09:00:00
0.010753,0.034958,0.035674,0.03252,0.0,0.917949,0,1,2026-01-01 09:05:00
0.021505,0.020127,0.031215,0.030197,0.0,0.917949,0,1,2026-01-01 09:10:00
0.032258,0.018008,0.027871,0.029036,0.0,0.917949,0,1,2026-01-01 09:15:00
0.021505,0.011653,0.023411,0.026713,0.0,0.917949,0,1,2026-01-01 09:20:00
0.032258,0.022246,0.023411,0.025552,0.0,0.915385,0,1,2026-01-01 09:25:00
0.021505,0.018008,0.021182,0.02439,0.0,0.912821,0,1,2026-01-01 09:30:00
0.021505,0.010593,0.017837,0.023229,0.0,0.915385,0,1,2026-01-01 09:35:00
0.010753,0.038136,0.022297,0.02439,0.0,0.917949,0,1,2026-01-01 09:40:00
0.021505,0.013771,0.016722,0.022067,0.0,0.917949,0,1,2026-01-01 09:45:00
0.021505,0.033898,0.022297,0.023229,0.0,0.912821,0,1,2026-01-01 09:50:00
0.021505,0.019068,0.018952,0.022067,0.0,0.915385,0,1,2026-01-01 09:55:00
0.021505,0.014831,0.015608,0.019744,0.0,0.917949,0,1,2026-01-01 10:00:00
0.021505,0.005297,0.012263,0.018583,0.0,0.917949,0,1,2026-01-01 10:05:00
0.021505,0.03178,0.016722,0.019744,0.0,0.917949,0,1,2026-01-01 10:10:00
0.010753,0.01589,0.014493,0.018583,0.0,0.915385,0,1,2026-01-01 10:15:00
0.010753,0.006356,0.011148,0.01626,0.0,0.915385,0,1,2026-01-01 10:20:00
0.010753,0.002119,0.007804,0.013937,0.0,0.917949,0,1,2026-01-01 10:25:00
0.010753,0.019068,0.010033,0.013937,0.0,0.917949,0,1,2026-01-01 10:30:00
0.010753,0.029661,0.016722,0.01626,0.0,0.917949,0,1,2026-01-01 10:35:00
0.010753,0.01589,0.013378,0.015099,0.0,0.915385,0,1,2026-01-01 10:40:00
0.010753,0.034958,0.018952,0.015099,0.0,0.912821,0,1,2026-01-01 10:45:00
0.010753,0.012712,0.014493,0.013937,0.0,0.917949,0,1,2026-01-01 10:50:00
0.010753,0.008475,0.012263,0.012776,0.0,0.915385,0,1,2026-01-01 10:55:00
0.010753,0.011653,0.012263,0.012776,0.0,0.915385,0,1,2026-01-01 11:00:00
0.010753,0.01589,0.012263,0.012776,0.0,0.917949,0,1,2026-01-01 11:05:00
0.021505,0.014831,0.011148,0.012776,0.0,0.920513,0,1,2026-01-01 11:10:00
0.021505,0.009534,0.010033,0.011614,0.0,0.917949,0,1,2026-01-01 11:15:00
0.021505,0.020127,0.010033,0.011614,0.0,0.915385,0,1,2026-01-01 11:20:00
0.021505,0.025424,0.012263,0.011614,0.0,0.915385,0,1,2026-01-01 11:25:00
0.021505,0.020127,0.012263,0.011614,0.0,0.907692,0,1,2026-01-01 11:30:00
0.021505,0.023305,0.014493,0.012776,0.0,0.907692,0,1,2026-01-01 11:35:00
0.021505,0.038136,0.020067,0.013937,0.0,0.915385,0,1,2026-01-01 11:40:00
0.021505,0.013771,0.015608,0.012776,0.0,0.915385,0,1,2026-01-01 11:45:00
0.021505,0.008475,0.013378,0.011614,0.0,0.915385,0,1,2026-01-01 11:50:00
0.021505,0.037076,0.018952,0.013937,0.0,0.915385,0,1,2026-01-01 11:55:00
0.021505,0.036017,0.020067,0.013937,0.0,0.915385,0,1,2026-01-01 12:00:00
0.021505,0.012712,0.015608,0.012776,0.0,0.915385,0,1,2026-01-01 12:05:00
0.010753,0.013771,0.014493,0.012776,0.0,0.917949,0,1,2026-01-01 12:10:00
0.021505,0.005297,0.010033,0.011614,0.0,0.917949,0,1,2026-01-01 12:15:00
0.021505,0.002119,0.007804,0.010453,0.0,0.910256,0,1,2026-01-01 12:20:00
0.021505,0.01589,0.008919,0.009292,0.0,0.910256,0,1,2026-01-01 12:25:00
0.021505,0.014831,0.008919,0.009292,0.0,0.912821,0,1,2026-01-01 12:30:00
0.021505,0.024364,0.011148,0.010453,0.0,0.910256,0,1,2026-01-01 12:35:00
0.021505,0.024364,0.014493,0.011614,0.0,0.912821,0,1,2026-01-01 12:40:00
0.010753,0.027542,0.015608,0.011614,0.0,0.915385,0,1,2026-01-01 12:45:00
0.010753,0.037076,0.018952,0.012776,0.0,0.917949,0,1,2026-01-01 12:50:00
0.010753,0.013771,0.014493,0.011614,0.0,0.917949,0,1,2026-01-01 12:55:00
0.010753,0.032839,0.018952,0.013937,0.0,0.917949,0,1,2026-01-01 13:00:00
0.010753,0.027542,0.020067,0.013937,0.0,0.917949,0,1,2026-01-01 13:05:00
0.010753,0.009534,0.015608,0.012776,0.0,0.912821,0,1,2026-01-01 13:10:00
0.010753,0.025424,0.017837,0.013937,0.0,0.912821,0,1,2026-01-01 13:15:00
0.021505,0.020127,0.016722,0.012776,0.0,0.917949,0,1,2026-01-01 13:20:00
0.021505,0.007415,0.012263,0.011614,0.0,0.917949,0,1,2026-01-01 13:25:00
0.021505,0.060381,0.028986,0.017422,0.0,0.912821,0,1,2026-01-01 13:30:00
0.021505,0.045551,0.027871,0.017422,0.0,0.910256,0,1,2026-01-01 13:35:00
0.021505,0.039195,0.026756,0.017422,0.0,0.915385,0,1,2026-01-01 13:40:00
0.032258,0.060381,0.036789,0.019744,0.0,0.917949,0,1,2026-01-01 13:45:00
0.021505,0.043432,0.03456,0.019744,0.0,0.917949,0,1,2026-01-01 13:50:00
0.021505,0.029661,0.03233,0.019744,0.0,0.915385,0,1,2026-01-01 13:55:00
0.021505,0.026483,0.0301,0.019744,0.0,0.910256,0,1,2026-01-01 14:00:00
0.021505,0.026483,0.0301,0.019744,0.0,0.912821,0,1,2026-01-01 14:05:00
0.021505,0.025424,0.027871,0.019744,0.0,0.920513,0,1,2026-01-01 14:10:00
0.021505,0.076271,0.041249,0.025552,0.0,0.920513,0,1,2026-01-01 14:15:00
0.021505,0.027542,0.03233,0.023229,0.0,0.915385,0,1,2026-01-01 14:20:00
0.021505,0.099576,0.046823,0.029036,0.0,0.912821,0,1,2026-01-01 14:25:00
0.021505,0.041314,0.039019,0.026713,0.0,0.915385,0,1,2026-01-01 14:30:00
0.021505,0.019068,0.03233,0.02439,0.0,0.915385,0,1,2026-01-01 14:35:00
0.010753,0.01589,0.027871,0.023229,0.0,0.915385,0,1,2026-01-01 14:40:00
0.021505,0.010593,0.023411,0.022067,0.0,0.915385,0,1,2026-01-01 14:45:00
0.010753,0.008475,0.020067,0.019744,0.0,0.915385,0,1,2026-01-01 14:50:00
0.021505,0.007415,0.016722,0.018583,0.0,0.912821,0,1,2026-01-01 14:55:00
0.021505,0.024364,0.018952,0.019744,0.0,0.912821,0,1,2026-01-01 15:00:00
0.010753,0.01589,0.017837,0.018583,0.0,0.912821,0,1,2026-01-01 15:05:00
0.021505,0.014831,0.016722,0.017422,0.0,0.910256,0,1,2026-01-01 15:10:00
0.021505,0.005297,0.012263,0.01626,0.0,0.910256,0,1,2026-01-01 15:15:00
0.021505,0.042373,0.023411,0.019744,0.0,0.912821,0,1,2026-01-01 15:20:00
0.021505,0.023305,0.020067,0.018583,0.0,0.917949,0,1,2026-01-01 15:25:00
0.021505,0.024364,0.018952,0.017422,0.0,0.915385,0,1,2026-01-01 15:30:00
0.021505,0.022246,0.017837,0.01626,0.0,0.910256,0,1,2026-01-01 15:35:00
0.021505,0.014831,0.014493,0.015099,0.0,0.910256,0,1,2026-01-01 15:40:00
0.021505,0.013771,0.013378,0.013937,0.0,0.912821,0,1,2026-01-01 15:45:00
0.021505,0.013771,0.011148,0.012776,0.0,0.915385,0,1,2026-01-01 15:50:00
0.021505,0.011653,0.010033,0.012776,0.0,0.915385,0,1,2026-01-01 15:55:00
0.010753,0.014831,0.011148,0.012776,0.0,0.912821,0,1,2026-01-01 16:00:00
0.021505,0.016949,0.011148,0.012776,0.0,0.912821,0,1,2026-01-01 16:05:00
0.010753,0.019068,0.012263,0.012776,0.0,0.915385,0,1,2026-01-01 16:10:00
0.010753,0.014831,0.011148,0.012776,0.0,0.912821,0,1,2026-01-01 16:15:00
0.021505,0.050847,0.024526,0.017422,0.0,0.910256,0,1,2026-01-01 16:20:00
0.021505,0.03178,0.023411,0.01626,0.0,0.910256,0,1,2026-01-01 16:25:00
0.021505,0.039195,0.026756,0.017422,0.0,0.905128,0,1,2026-01-01 16:30:00
0.021505,0.085805,0.049052,0.026713,0.0,0.907692,0,1,2026-01-01 16:35:00
0.021505,0.055085,0.047938,0.026713,0.0,0.912821,0,1,2026-01-01 16:40:00
0.021505,0.058263,0.050167,0.029036,0.0,0.910256,0,1,2026-01-01 16:45:00
0.021505,0.047669,0.047938,0.029036,0.0,0.912821,0,1,2026-01-01 16:50:00
0.010753,0.016949,0.037904,0.026713,0.0,0.912821,0,1,2026-01-01 16:55:00
0.010753,0.021186,0.03456,0.025552,0.0,0.912821,0,1,2026-01-01 17:00:00
0.021505,0.014831,0.028986,0.023229,0.0,0.912821,0,1,2026-01-01 17:05:00
0.010753,0.022246,0.027871,0.023229,0.0,0.912821,0,1,2026-01-01 17:10:00
0.021505,0.019068,0.024526,0.023229,0.0,0.912821,0,1,2026-01-01 17:15:00
0.021505,0.007415,0.018952,0.019744,0.0,0.907692,0,1,2026-01-01 17:20:00
0.021505,0.006356,0.015608,0.019744,0.0,0.905128,0,1,2026-01-01 17:25:00
0.010753,0.021186,0.016722,0.018583,0.0,0.910256,0,1,2026-01-01 17:30:00
0.010753,0.011653,0.014493,0.017422,0.0,0.910256,0,1,2026-01-01 17:35:00
0.010753,0.012712,0.013378,0.017422,0.0,0.912821,0,1,2026-01-01 17:40:00
0.010753,0.011653,0.011148,0.015099,0.0,0.910256,0,1,2026-01-01 17:45:00
0.021505,0.040254,0.018952,0.017422,0.0,0.910256,0,1,2026-01-01 17:50:00
0.021505,0.014831,0.014493,0.015099,0.0,0.910256,0,1,2026-01-01 17:55:00
0.021505,0.049788,0.022297,0.017422,0.0,0.912821,0,1,2026-01-01 18:00:00
0.021505,0.033898,0.022297,0.017422,0.0,0.912821,0,1,2026-01-01 18:05:00
0.021505,0.026483,0.022297,0.017422,0.0,0.915385,0,1,2026-01-01 18:10:00
0.010753,0.025424,0.020067,0.01626,0.0,0.912821,0,1,2026-01-01 18:15:00
0.010753,0.009534,0.015608,0.013937,0.0,0.912821,0,1,2026-01-01 18:20:00
0.010753,0.003178,0.011148,0.012776,0.0,0.912821,0,1,2026-01-01 18:25:00
0.010753,0.023305,0.016722,0.013937,0.0,0.910256,0,1,2026-01-01 18:30:00
0.021505,0.01589,0.014493,0.012776,0.0,0.907692,0,1,2026-01-01 18:35:00
0.021505,0.005297,0.010033,0.011614,0.0,0.907692,0,1,2026-01-01 18:40:00
0.021505,0.007415,0.008919,0.010453,0.0,0.912821,0,1,2026-01-01 18:45:00
0.021505,0.026483,0.013378,0.011614,0.0,0.910256,0,1,2026-01-01 18:50:00
0.021505,0.016949,0.012263,0.011614,0.0,0.910256,0,1,2026-01-01 18:55:00
0.021505,0.026483,0.015608,0.012776,0.0,0.912821,0,1,2026-01-01 19:00:00
0.021505,0.023305,0.015608,0.012776,0.0,0.912821,0,1,2026-01-01 19:05:00
0.021505,0.037076,0.020067,0.013937,0.0,0.912821,0,1,2026-01-01 19:10:00
0.021505,0.013771,0.014493,0.012776,0.0,0.910256,0,1,2026-01-01 19:15:00
0.021505,0.008475,0.012263,0.011614,0.0,0.910256,0,1,2026-01-01 19:20:00
0.021505,0.016949,0.012263,0.011614,0.0,0.910256,0,1,2026-01-01 19:25:00
0.021505,0.018008,0.013378,0.012776,0.0,0.912821,0,1,2026-01-01 19:30:00
0.021505,0.018008,0.014493,0.012776,0.0,0.912821,0,1,2026-01-01 19:35:00
0.021505,0.009534,0.012263,0.011614,0.0,0.912821,0,1,2026-01-01 19:40:00
0.032258,0.034958,0.017837,0.013937,0.0,0.912821,0,1,2026-01-01 19:45:00
0.021505,0.026483,0.017837,0.013937,0.0,0.912821,0,1,2026-01-01 19:50:00
0.021505,0.020127,0.016722,0.012776,0.0,0.910256,0,1,2026-01-01 19:55:00
0.021505,0.023305,0.017837,0.013937,0.0,0.910256,0,1,2026-01-01 20:00:00
0.021505,0.087924,0.039019,0.019744,0.0,0.910256,0,1,2026-01-01 20:05:00
0.010753,0.051907,0.036789,0.022067,0.0,0.910256,0,1,2026-01-01 20:10:00
0.010753,0.025424,0.0301,0.019744,0.0,0.910256,0,1,2026-01-01 20:15:00
0.010753,0.018008,0.024526,0.018583,0.0,0.910256,0,1,2026-01-01 20:20:00
0.010753,0.012712,0.021182,0.017422,0.0,0.910256,0,1,2026-01-01 20:25:00
0.010753,0.01589,0.020067,0.01626,0.0,0.910256,0,1,2026-01-01 20:30:00
0.010753,0.049788,0.026756,0.018583,0.0,0.910256,0,1,2026-01-01 20:35:00
0.010753,0.042373,0.027871,0.019744,0.0,0.910256,0,1,2026-01-01 20:40:00
0.021505,0.033898,0.026756,0.019744,0.0,0.910256,0,1,2026-01-01 20:45:00
0.021505,0.028602,0.024526,0.019744,0.0,0.912821,0,1,2026-01-01 20:50:00
0.021505,0.018008,0.022297,0.017422,0.0,0.912821,0,1,2026-01-01 20:55:00
0.021505,0.024364,0.022297,0.017422,0.0,0.910256,0,1,2026-01-01 21:00:00
0.021505,0.009534,0.016722,0.015099,0.0,0.910256,0,1,2026-01-01 21:05:00
0.010753,0.018008,0.017837,0.015099,0.0,0.910256,0,1,2026-01-01 21:10:00
0.010753,0.006356,0.013378,0.013937,0.0,0.910256,0,1,2026-01-01 21:15:00
0.010753,0.011653,0.012263,0.012776,0.0,0.910256,0,1,2026-01-01 21:20:00
0.010753,0.008475,0.011148,0.012776,0.0,0.910256,0,1,2026-01-01 21:25:00
0.010753,0.003178,0.007804,0.010453,0.0,0.910256,0,1,2026-01-01 21:30:00
0.021505,0.013771,0.008919,0.010453,0.0,0.910256,0,1,2026-01-01 21:35:00
0.021505,0.019068,0.011148,0.011614,0.0,0.910256,0,1,2026-01-01 21:40:00
0.021505,0.03178,0.014493,0.012776,0.0,0.910256,0,1,2026-01-01 21:45:00
0.021505,0.018008,0.012263,0.011614,0.0,0.910256,0,1,2026-01-01 21:50:00
0.010753,0.006356,0.008919,0.010453,0.0,0.910256,0,1,2026-01-01 21:55:00
0.021505,0.007415,0.007804,0.009292,0.0,0.910256,0,1,2026-01-01 22:00:00
0.010753,0.023305,0.013378,0.011614,0.0,0.910256,0,1,2026-01-01 22:05:00
0.010753,0.087924,0.033445,0.018583,0.0,0.951282,0,1,2026-01-01 22:10:00
0.010753,0.044492,0.028986,0.017422,0.0,0.953846,0,1,2026-01-01 22:15:00
0.010753,0.027542,0.024526,0.01626,0.0,0.915385,0,1,2026-01-01 22:20:00
0.021505,0.013771,0.022297,0.015099,0.0,0.917949,0,1,2026-01-01 22:25:00
0.021505,0.019068,0.020067,0.013937,0.0,0.923077,0,1,2026-01-01 22:30:00
0.021505,0.024364,0.020067,0.013937,0.0,0.920513,0,1,2026-01-01 22:35:00
0.021505,0.027542,0.021182,0.013937,0.0,0.917949,0,1,2026-01-01 22:40:00
0.010753,0.047669,0.024526,0.015099,0.0,0.915385,0,1,2026-01-01 22:45:00
0.010753,0.025424,0.021182,0.013937,0.0,0.915385,0,1,2026-01-01 22:50:00
0.010753,0.050847,0.026756,0.01626,0.0,0.923077,0,1,2026-01-01 22:55:00
0.010753,0.03178,0.023411,0.015099,0.0,0.920513,0,1,2026-01-01 23:00:00
0.010753,0.021186,0.021182,0.013937,0.0,0.920513,0,1,2026-01-01 23:05:00
0.010753,0.018008,0.021182,0.013937,0.0,0.920513,0,1,2026-01-01 23:10:00
0.010753,0.012712,0.017837,0.012776,0.0,0.917949,0,1,2026-01-01 23:15:00
0.021505,0.082627,0.031215,0.018583,0.0,0.917949,0,1,2026-01-01 23:20:00
0.010753,0.036017,0.024526,0.01626,0.0,0.923077,0,1,2026-01-01 23:25:00
0.010753,0.029661,0.024526,0.01626,0.0,0.925641,0,1,2026-01-01 23:30:00
0.010753,0.023305,0.023411,0.01626,0.0,0.923077,0,1,2026-01-01 23:35:00
0.010753,0.034958,0.027871,0.017422,0.0,0.920513,0,1,2026-01-01 23:40:00
0.010753,0.01589,0.023411,0.01626,0.0,0.920513,0,1,2026-01-01 23:45:00
0.021505,0.016949,0.021182,0.015099,0.0,0.920513,0,1,2026-01-01 23:50:00
0.021505,0.059322,0.035674,0.019744,0.0,0.917949,0,1,2026-01-01 23:55:00
0.010753,0.029661,0.031215,0.019744,0.0,0.910256,0,1,2026-01-02 00:00:00
0.010753,0.018008,0.026756,0.019744,0.0,0.912821,0,1,2026-01-02 00:05:00
0.010753,0.014831,0.024526,0.018583,0.0,0.902564,0,1,2026-01-02 00:10:00
0.010753,0.010593,0.020067,0.017422,0.0,0.889744,0,1,2026-01-02 00:15:00
0.010753,0.008475,0.016722,0.015099,0.0,0.9,0,1,2026-01-02 00:20:00
0.010753,0.021186,0.017837,0.015099,0.0,0.910256,0,1,2026-01-02 00:25:00
0.010753,0.007415,0.013378,0.013937,0.0,0.917949,0,1,2026-01-02 00:30:00
0.021505,0.007415,0.011148,0.012776,0.0,0.923077,0,1,2026-01-02 00:35:00
0.021505,0.050847,0.026756,0.018583,0.0,0.920513,0,1,2026-01-02 00:40:00
0.021505,0.117585,0.054627,0.027875,0.0,0.920513,0,1,2026-01-02 00:45:00
0.021505,0.086864,0.060201,0.03252,0.0,0.915385,0,1,2026-01-02 00:50:00
0.021505,0.056144,0.056856,0.033682,0.0,0.910256,0,1,2026-01-02 00:55:00
0.021505,0.044492,0.053512,0.03252,0.0,0.917949,0,1,2026-01-02 01:00:00
